1,1,10029
1,10029,1 
1.414213562,2,1 
1.802775638,3,1
2.828427125,4,1
3.605551275,5,1
1.118033989,6,1
1.414213562,7,1
2,8,1
1.414213562,1,2
0.5,3,2
1.414213562,4,2
3.605551275,5,2
0.5,6,2
2,7,2
3.16227766,8,2
1.802775638,1,3
0.5,2,3
1.118033989,4,3
3.201562119,5,3
1,6,3
2.5,7,3
2.828427125,1,4
1.414213562,2,4
1.118033989,3,4
2.236067977,5,4
1.802775638,6,4
2,36,4
1.802775638,37,4
3.605551275,1,5
3.605551275,2,5
3.201562119,3,5
2.236067977,4,5
4.031128874,6,5
2.236067977,36,5
3.5,37,5
4.123105626,38,5
1.118033989,1,6
0.5,2,6
1,3,6
1.802775638,4,6
4.031128874,5,6
1.5,7,6
1.118033989,38,6
2,37,6
3.354101966,36,6
1.802775638,33,6
1.414213562,1,7
2,2,7
1.5,6,7
1,33,7
1.802775638,34,7
1.414213562,9,7
1.414213562,8,7
2,1,8
1.414213562,7,8
2,8,9
2.236067977,10,9
0.5,34,9
1,33,9
1.414213562,7,9
2.236067977,8,9
2.236067977,9,10
2.5,34,10
2.061552813,11,10
2,10,11
1.414213562,9,11
3.605551275,8,11
1.1,13,11
1.5,29,12
0.5,11,12
0.8660254038,13,12
1.414213562,15,12
1.5,29,12
1.118033989,30,12
1.5,31,12
1.58113883,34,12
0.7071067812,11,12
1.118033989,12,13
1.5,15,13
4.74341649,14,13
4.74341649,13,14
5.408326913,15,14
5.408326913,16,14
1.118033989,29,15
1.5,13,15
1.414213562,12,15
1.5,30,15
1.118033989,27,15
1.5,26,15
2.061552813,25,15
2.121320344,16,15
5.408326913,14,15
2.121320344,16,15
2.061552813,27,15
1.5,26,16
1.118033989,25,16
1.802775638,24,16
1.5,17,16
2.236067977,19,16
5.408326913,14,16
1.5,16,17
1.414213562,25,17
1,24,17
1.414213562,23,17
1,18,17
1.118033989,19,17
1,17,18
1,23,18
1.414213562,24,18
3.16227766,40,18
3,44,18
2.828427125,41,18
1.414213562,20,18
1.118033989,19,18
2.236067977,16,19
1.118033989,17,19
1.118033989,18,19
1.5,20,19
1.5,19,20
1.414213562,41,20
0.5,22,21
2,40,21
1,23,21
2,24,21
4,25,21
2.5,25,22
1.5,24,22
0.5,23,22
0.5,21,22
2.5,40,22
1.118033989,18,22
5.408326913,28,22
2,25,23
1,24,23
0.5,22,23
1,18,23
1.414213562,17,23
3,40,23
1,25,24
1,23,24
1.5,22,24
2,21,24
4,40,24
5.656854249,33,25
2.12320344,29,25
2,32,25
4.242640687,31,25
2.828427125,30,25
2.12320344,29,25
1.414213562,27,25
0.7071067812,26,25
1,24,25
2,23,25
3,21,25
2.5,22,25
5,40,25
1.118033989,16,25
1.414213562,17,25
1.414213562,29,26
0.7071067812,25,26
0.7071067812,27,26
5,30,26
3.807886553,28,26
1.414213562,29,26
2.12320344,30,26
3.535533906,31,26
4.242640687,32,26
4.949747468,33,26
1.5,15,26
1.5,16,26
3.605551275,30,27
0.7071067812,29,27
1.414213562,25,27
0.7071067812,26,27
1.118033989,15,27
0.7071067812,29,27
1.414213562,30,27
2.828427125,31,27
3.535533906,32,27
4.242640687,33,27
4.123105626,28,27
4.123105626,27,28
3.807886553,26,28
5.408326913,22,28
2.828427125,40,28
3.16227766,39,28
9.219544457,35,28
3.535533906,33,29
2.828427125,32,29
2.12320344,31,29
0.7071067812,30,29
0.7071067812,27,29
1.414213562,26,29
2.12320344,25,29
1.118033989,15,29
1.5,12,29
2.828427125,33,30
2.12320344,32,30
1.414213562,31,30
0.7071067812,29,30
3.605551275,27,30
5,26,30
3.605551275,24,30
1.5,15,30
1.118033989,12,30
